date,1y1y,2y1y,3y1y,4y1y,5y1y,6y1y,7y1y,8y1y,9y1y,1y2y,2y2y,3y2y,4y2y,5y2y,6y2y,7y2y,8y2y,10y2y,12y3y,1y5y,2y5y,3y5y,5y5y,7y5y,10y5y,15y5y,20y5y,1y10y,2y10y,3y10y,5y10y,10y10y,20y10y,2y15y,5y15y,10y15y,1y20y,2y20y,5y20y,10y20y,2y25y,5y25y,2y30y,5y30y,1y30y,30y20y
2025-09-05,2.5142,2.5857,2.6139,2.6221,2.6203,2.6166,2.6109,2.6075,2.6028,2.5495,2.5996,2.6179,2.6212,2.6184,2.6138,2.6092,2.6052,2.5998,2.5969,2.5899,2.6114,2.6168,2.6118,2.6043,2.5981,2.5946,2.5952,2.5983,2.6081,2.6097,2.6054,2.5965,2.5948,2.6046,2.6022,2.5961,2.5972,2.6025,2.6008,2.5957,2.6014,2.5998,2.6001,2.5981,2.5964,2.5853
2025-09-08,2.5386,2.6051,2.6297,2.6353,2.6332,2.6266,2.6216,2.6172,2.613,2.5714,2.6173,2.6325,2.6342,2.63,2.6242,2.6194,2.6151,2.6092,2.6058,2.6072,2.6257,2.6294,2.6226,2.6142,2.6072,2.6039,2.6038,2.6122,2.6204,2.6209,2.6154,2.6057,2.6036,2.6159,2.612,2.6051,2.6091,2.6134,2.6104,2.6048,2.612,2.6093,2.6107,2.6079,2.6076,2.5974
2025-09-09,2.6189,2.6839,2.7048,2.7057,2.6989,2.6903,2.6822,2.6767,2.6708,2.651,2.6942,2.7052,2.7023,2.6946,2.6863,2.6795,2.6738,2.6653,2.6612,2.6814,2.6967,2.6967,2.6841,2.6723,2.6629,2.6593,2.6585,2.6797,2.6853,2.6834,2.6742,2.6612,2.6585,2.6781,2.6699,2.6604,2.6713,2.6742,2.6676,2.66,2.6718,2.6662,2.6703,2.6653,2.6681,2.6585
2025-09-10,2.625,2.6931,2.7171,2.7207,2.7167,2.7103,2.7039,2.6978,2.6926,2.6586,2.7049,2.7189,2.7188,2.7135,2.7071,2.7009,2.6953,2.6896,2.6849,2.6934,2.7114,2.7139,2.7046,2.6949,2.6869,2.683,2.6831,2.6961,2.7037,2.7034,2.6963,2.6851,2.6827,2.698,2.6925,2.6845,2.691,2.695,2.6906,2.684,2.6932,2.6893,2.6917,2.688,2.6888,2.6785
2025-09-11,2.6461,2.714,2.7374,2.7406,2.7357,2.7288,2.7211,2.7153,2.7097,2.6796,2.7256,2.739,2.7381,2.7323,2.725,2.7183,2.7126,2.7059,2.7019,2.7136,2.7311,2.7329,2.7225,2.7118,2.7036,2.6994,2.6991,2.715,2.7221,2.7214,2.7136,2.7016,2.6991,2.716,2.7095,2.7009,2.7089,2.7126,2.7074,2.7005,2.7106,2.7062,2.7091,2.705,2.7064,2.6961
2025-09-12,2.658,2.7251,2.7493,2.7528,2.749,2.7424,2.7367,2.7306,2.7265,2.6911,2.737,2.751,2.751,2.7457,2.7396,2.7337,2.7286,2.7217,2.7182,2.7257,2.7435,2.7462,2.7373,2.7277,2.7197,2.7158,2.7159,2.7287,2.7361,2.7359,2.7291,2.7179,2.7159,2.7307,2.7253,2.7173,2.7237,2.7277,2.7234,2.717,2.7259,2.7223,2.7246,2.721,2.7216,2.7114
2025-09-15,2.5834,2.6565,2.6832,2.6888,2.6859,2.6792,2.6731,2.6676,2.6638,2.6195,2.6696,2.686,2.6874,2.6826,2.6762,2.6704,2.6657,2.6587,2.6552,2.6583,2.6785,2.6822,2.6742,2.6646,2.6566,2.6533,2.6522,2.6633,2.672,2.6723,2.666,2.6551,2.6527,2.667,2.6623,2.6543,2.6594,2.6641,2.6603,2.654,2.6623,2.6592,2.6609,2.6577,2.6576,2.6464
2025-09-16,2.5736,2.6523,2.6834,2.6916,2.69,2.6845,2.6795,2.6744,2.6704,2.6125,2.6677,2.6875,2.6908,2.6873,2.682,2.677,2.6724,2.6663,2.6623,2.6567,2.68,2.6859,2.68,2.6716,2.664,2.6609,2.6604,2.6655,2.6761,2.6777,2.6725,2.6626,2.6604,2.6719,2.6692,2.6619,2.6639,2.6697,2.6674,2.6616,2.6682,2.6663,2.6669,2.6645,2.6628,2.6505
2025-09-17,2.5773,2.6595,2.6927,2.7025,2.7021,2.6973,2.6932,2.6877,2.6836,2.6178,2.6759,2.6975,2.7023,2.6997,2.6953,2.6905,2.6857,2.6796,2.6767,2.6652,2.6903,2.6976,2.693,2.6849,2.6779,2.6744,2.6742,2.6762,2.6878,2.6902,2.686,2.6763,2.6743,2.6844,2.6826,2.6757,2.6759,2.6823,2.6809,2.6754,2.6811,2.6799,2.6798,2.6779,2.6753,2.6623
2025-09-18,2.563,2.6512,2.6878,2.6997,2.7002,2.6969,2.6928,2.6873,2.6848,2.6065,2.6693,2.6936,2.6999,2.6986,2.6949,2.6901,2.6861,2.6805,2.677,2.6586,2.6866,2.6954,2.6926,2.6853,2.6785,2.6757,2.6752,2.6728,2.686,2.6893,2.686,2.6772,2.6753,2.6833,2.683,2.6766,2.6744,2.6817,2.6814,2.6764,2.6807,2.6805,2.6794,2.6782,2.6743,2.6603
2025-09-19,2.6106,2.6914,2.7219,2.7295,2.7266,2.7211,2.7143,2.7078,2.7042,2.6505,2.7065,2.7256,2.728,2.7239,2.7177,2.7111,2.706,2.7001,2.6955,2.6945,2.7177,2.7228,2.7151,2.7055,2.6974,2.6936,2.6931,2.7018,2.712,2.7131,2.7068,2.6956,2.6934,2.7071,2.703,2.6949,2.6987,2.7043,2.701,2.6947,2.7026,2.6999,2.7012,2.6981,2.6972,2.6847
2025-09-22,2.5333,2.6218,2.6572,2.668,2.667,2.6615,2.6563,2.6517,2.6463,2.577,2.6393,2.6625,2.6675,2.6643,2.659,2.654,2.649,2.643,2.6389,2.6278,2.6546,2.662,2.6568,2.6482,2.6406,2.6371,2.6364,2.6392,2.6516,2.6541,2.6493,2.639,2.6366,2.6478,2.6457,2.6382,2.6388,2.6455,2.6438,2.638,2.6441,2.6428,2.6427,2.6406,2.6379,2.6241
2025-09-23,2.5892,2.6738,2.7029,2.7063,2.6989,2.6901,2.6806,2.6731,2.6666,2.6309,2.6881,2.7046,2.7027,2.6945,2.6854,2.6769,2.6699,2.6608,2.6555,2.6729,2.6942,2.6961,2.6823,2.6687,2.6577,2.6531,2.6524,2.6738,2.6823,2.681,2.6708,2.6556,2.652,2.6743,2.6657,2.6546,2.6654,2.6699,2.663,2.654,2.6672,2.6612,2.6653,2.6598,2.662,2.6493
2025-09-24,2.6362,2.7137,2.7365,2.7354,2.7256,2.7133,2.7027,2.6944,2.6869,2.6744,2.7249,2.7359,2.7306,2.7195,2.7081,2.6986,2.6907,2.6804,2.6751,2.7084,2.7249,2.7232,2.7051,2.6893,2.6773,2.6717,2.6712,2.7027,2.7083,2.7049,2.6921,2.6747,2.6708,2.6984,2.6862,2.6737,2.69,2.6928,2.6831,2.673,2.6896,2.6812,2.6875,2.6804,2.6853,2.6741
2025-09-25,2.6631,2.7405,2.7628,2.7612,2.7506,2.7385,2.7269,2.7181,2.7113,2.7013,2.7515,2.762,2.756,2.7446,2.7328,2.7226,2.7148,2.7038,2.6984,2.7346,2.7508,2.7485,2.7296,2.7131,2.7007,2.695,2.6944,2.728,2.7332,2.7294,2.7161,2.698,2.6941,2.7228,2.71,2.697,2.7145,2.7171,2.7068,2.6963,2.7137,2.7048,2.7115,2.7041,2.7095,2.6983
2025-09-26,2.6162,2.6961,2.7211,2.7221,2.7133,2.7022,2.6917,2.6837,2.6774,2.6556,2.7084,2.7216,2.7178,2.7079,2.697,2.6877,2.6806,2.6712,2.6648,2.6926,2.7109,2.7105,2.6942,2.6793,2.6674,2.6623,2.662,2.6895,2.6962,2.6936,2.6817,2.665,2.6615,2.6868,2.676,2.6642,2.6784,2.6818,2.6732,2.6635,2.6788,2.6713,2.6767,2.6703,2.6741,2.6624
2025-09-29,2.6388,2.7059,2.7245,2.7224,2.7121,2.7015,2.691,2.6827,2.6759,2.6719,2.7151,2.7235,2.7173,2.7069,2.6963,2.6869,2.6793,2.6704,2.6651,2.6999,2.7134,2.7108,2.6931,2.6783,2.6673,2.6621,2.661,2.6929,2.697,2.6933,2.6811,2.6649,2.6612,2.6875,2.6755,2.6637,2.6802,2.6822,2.6726,2.6633,2.679,2.6709,2.6772,2.6703,2.6756,2.666
2025-09-30,2.6395,2.7134,2.7377,2.7394,2.7322,2.7233,2.715,2.7072,2.7023,2.676,2.7254,2.7385,2.7358,2.7278,2.7192,2.7112,2.7048,2.6961,2.6914,2.7113,2.7291,2.7298,2.7164,2.7036,2.6934,2.689,2.6883,2.7104,2.7172,2.7155,2.7057,2.6913,2.6882,2.7095,2.7008,2.6904,2.7017,2.7053,2.6983,2.69,2.7027,2.6967,2.701,2.6956,2.6983,2.6873
2025-10-01,2.6801,2.751,2.7744,2.7764,2.7706,2.7619,2.754,2.747,2.742,2.7151,2.7625,2.7754,2.7735,2.7663,2.758,2.7505,2.7445,2.7372,2.7319,2.7494,2.7667,2.7677,2.7555,2.7437,2.7341,2.73,2.7292,2.7492,2.756,2.7546,2.7455,2.7322,2.7292,2.7488,2.741,2.7313,2.7414,2.745,2.7386,2.7309,2.7426,2.7372,2.741,2.7361,2.7383,2.7277
2025-10-02,2.6479,2.7165,2.7397,2.7424,2.7364,2.7286,2.7204,2.7142,2.7104,2.6817,2.7279,2.741,2.7395,2.7326,2.7246,2.7174,2.7123,2.7046,2.6999,2.7155,2.7326,2.7338,2.7224,2.7111,2.7018,2.698,2.6975,2.7158,2.7226,2.7214,2.7128,2.7,2.6976,2.7158,2.7085,2.6993,2.7086,2.7121,2.7063,2.699,2.7099,2.705,2.7084,2.7039,2.7058,2.6955
2025-10-03,2.6507,2.7182,2.742,2.7446,2.7402,2.7325,2.7255,2.7197,2.7152,2.684,2.73,2.7433,2.7424,2.7364,2.7291,2.7227,2.7175,2.7104,2.7058,2.718,2.7354,2.7372,2.727,2.7165,2.7077,2.7043,2.7036,2.7195,2.7266,2.7258,2.718,2.7061,2.7036,2.7204,2.714,2.7054,2.7134,2.7171,2.7119,2.705,2.715,2.7107,2.7136,2.7095,2.7109,2.7006
2025-10-06,2.7425,2.8015,2.8218,2.8238,2.8193,2.8127,2.8061,2.7998,2.7973,2.7716,2.8115,2.8228,2.8216,2.8161,2.8095,2.803,2.7986,2.7922,2.788,2.8008,2.8157,2.817,2.8074,2.7977,2.7898,2.7866,2.7861,2.8015,2.8073,2.8064,2.7992,2.7883,2.7862,2.8016,2.7955,2.7876,2.7954,2.7986,2.7936,2.7874,2.7967,2.7926,2.7954,2.7916,2.7931,2.7841
2025-10-07,2.7417,2.8042,2.826,2.8285,2.8236,2.8168,2.8102,2.8045,2.8005,2.7725,2.815,2.8272,2.8261,2.8202,2.8135,2.8074,2.8025,2.7956,2.7921,2.8037,2.8197,2.8213,2.8114,2.8015,2.7936,2.7897,2.7895,2.8048,2.8112,2.8104,2.8031,2.7918,2.7897,2.8055,2.7992,2.7911,2.7988,2.8022,2.7973,2.7909,2.8004,2.7962,2.7991,2.7951,2.7965,2.787
2025-10-08,2.7015,2.7666,2.7894,2.7927,2.7882,2.7812,2.7746,2.7696,2.764,2.7336,2.7779,2.791,2.7905,2.7847,2.7779,2.7721,2.7668,2.7602,2.7561,2.7666,2.7835,2.7854,2.7758,2.7659,2.7578,2.7542,2.7541,2.7683,2.7753,2.7747,2.7674,2.7561,2.7538,2.7696,2.7636,2.7555,2.7627,2.7664,2.7617,2.7551,2.7646,2.7605,2.7631,2.7593,2.7604,2.7505
2025-10-09,2.7169,2.7863,2.8129,2.8183,2.816,2.8105,2.8048,2.799,2.7961,2.7511,2.7994,2.8155,2.8171,2.8133,2.8077,2.8019,2.7976,2.7916,2.7881,2.7888,2.8085,2.8126,2.8055,2.7968,2.7896,2.7862,2.7861,2.7944,2.8031,2.8038,2.7981,2.788,2.786,2.7986,2.7947,2.7875,2.7913,2.796,2.793,2.7872,2.7946,2.7919,2.7933,2.7904,2.7899,2.779
2025-10-10,2.6922,2.7666,2.794,2.7994,2.7964,2.7902,2.7836,2.7773,2.7734,2.7289,2.7801,2.7966,2.7979,2.7933,2.7869,2.7805,2.7754,2.769,2.7649,2.7684,2.789,2.7929,2.7845,2.7747,2.7666,2.763,2.7626,2.7734,2.7823,2.7827,2.7762,2.7649,2.7624,2.7771,2.7724,2.7643,2.7694,2.7742,2.7704,2.7638,2.7725,2.7692,2.771,2.7676,2.7675,2.756
2025-10-13,2.6938,2.7738,2.8046,2.8117,2.8084,2.8032,2.7962,2.7914,2.7858,2.7333,2.789,2.8081,2.8101,2.8058,2.7998,2.7939,2.7887,2.7821,2.778,2.777,2.8,2.8049,2.7973,2.7877,2.7797,2.7761,2.7756,2.7841,2.7943,2.7953,2.7891,2.778,2.7755,2.7894,2.7854,2.7773,2.7811,2.7867,2.7834,2.7769,2.785,2.7822,2.7835,2.7805,2.7795,2.767
2025-10-14,2.7932,2.8626,2.8877,2.8927,2.8886,2.8823,2.8757,2.87,2.8664,2.8274,2.875,2.8901,2.8907,2.8855,2.879,2.8729,2.8682,2.8615,2.8574,2.8637,2.8825,2.8856,2.8769,2.8672,2.8591,2.8555,2.8557,2.8674,2.8754,2.8754,2.8686,2.8575,2.8552,2.8701,2.8649,2.857,2.8628,2.8671,2.863,2.8565,2.8654,2.8618,2.864,2.8605,2.8608,2.85
2025-10-15,2.7791,2.8427,2.8649,2.8677,2.8635,2.8573,2.8505,2.8443,2.8404,2.8105,2.8537,2.8663,2.8657,2.8605,2.854,2.8474,2.8424,2.836,2.8324,2.8425,2.8591,2.861,2.8515,2.8416,2.8339,2.8305,2.8297,2.8442,2.851,2.8504,2.8433,2.8323,2.8298,2.8455,2.8396,2.8316,2.8388,2.8424,2.8377,2.8312,2.8405,2.8365,2.8391,2.8354,2.8365,2.8267
2025-10-16,2.7992,2.8578,2.8779,2.8797,2.8748,2.8686,2.8626,2.8562,2.8526,2.8281,2.8677,2.8788,2.8773,2.8717,2.8656,2.8595,2.8545,2.8485,2.8444,2.8569,2.8716,2.873,2.8633,2.8539,2.8461,2.8429,2.8424,2.8575,2.8634,2.8625,2.8553,2.8446,2.8421,2.8578,2.8517,2.844,2.8516,2.8548,2.8499,2.8435,2.8529,2.8487,2.8516,2.8477,2.8492,2.8403
2025-10-17,2.735,2.8107,2.8433,2.8555,2.8568,2.8553,2.852,2.8487,2.8465,2.7723,2.8268,2.8493,2.8561,2.8561,2.8537,2.8504,2.8476,2.8431,2.8409,2.8186,2.8437,2.8525,2.852,2.8468,2.8418,2.8391,2.8393,2.833,2.8452,2.8489,2.8473,2.8405,2.8395,2.8438,2.8449,2.8402,2.836,2.8428,2.8438,2.8401,2.8423,2.8432,2.8413,2.841,2.8365,2.8241
2025-10-20,2.7105,2.7939,2.8294,2.8425,2.8439,2.8424,2.8387,2.8349,2.8327,2.7516,2.8114,2.8359,2.8432,2.8432,2.8405,2.8368,2.8338,2.8287,2.8264,2.8023,2.8298,2.8393,2.8387,2.8329,2.8274,2.8246,2.8243,2.8179,2.8312,2.8352,2.8334,2.8261,2.8247,2.8297,2.8309,2.8256,2.8212,2.8286,2.8296,2.8255,2.828,2.8289,2.8269,2.8265,2.8217,2.8081
2025-10-21,2.634,2.7224,2.7617,2.7767,2.7806,2.7788,2.7766,2.7731,2.7705,2.6776,2.7418,2.7691,2.7786,2.7797,2.7777,2.7749,2.7718,2.7678,2.7644,2.7332,2.7633,2.7747,2.7761,2.7713,2.7658,2.7637,2.7636,2.752,2.767,2.7721,2.7713,2.7648,2.7638,2.7662,2.7691,2.7645,2.7573,2.7657,2.768,2.7644,2.7654,2.7674,2.7643,2.7647,2.7585,2.744
2025-10-22,2.6838,2.7763,2.8173,2.833,2.8363,2.8344,2.8316,2.8278,2.8245,2.7295,2.7965,2.825,2.8346,2.8354,2.8331,2.8298,2.8262,2.8221,2.8187,2.7873,2.8187,2.8304,2.8311,2.8258,2.8202,2.818,2.8172,2.8064,2.822,2.8271,2.826,2.8192,2.8177,2.821,2.8237,2.8186,2.8117,2.8203,2.8224,2.8185,2.8198,2.8218,2.8188,2.819,2.8127,2.7975
2025-10-23,2.6687,2.7659,2.8096,2.8266,2.8312,2.8304,2.8272,2.8239,2.8208,2.7167,2.7875,2.818,2.8289,2.8308,2.8288,2.8256,2.8224,2.8182,2.8154,2.7783,2.8119,2.8248,2.8269,2.8218,2.8166,2.8142,2.8139,2.7997,2.8165,2.8224,2.8221,2.8155,2.8144,2.8161,2.8198,2.815,2.8063,2.8157,2.8186,2.815,2.8154,2.8181,2.8144,2.815,2.8078,2.7917
2025-10-24,2.6655,2.7649,2.8103,2.8283,2.8334,2.8331,2.8302,2.8278,2.8245,2.7145,2.7873,2.8192,2.8308,2.8333,2.8317,2.829,2.8261,2.8222,2.8188,2.7783,2.8131,2.8268,2.8299,2.8255,2.8202,2.8181,2.8178,2.8013,2.8189,2.8252,2.8254,2.8192,2.8179,2.8188,2.8233,2.8188,2.8088,2.8186,2.8222,2.8186,2.8185,2.8216,2.8174,2.8184,2.8105,2.794
2025-10-27,2.6501,2.749,2.7937,2.811,2.8156,2.8142,2.8105,2.8075,2.8046,2.6989,2.7711,2.8022,2.8133,2.8149,2.8124,2.809,2.8061,2.8016,2.7988,2.7617,2.7959,2.8088,2.8107,2.8053,2.8,2.7971,2.7975,2.7833,2.8003,2.8062,2.8057,2.7987,2.7977,2.7997,2.8032,2.7983,2.7897,2.7992,2.8021,2.7983,2.799,2.8015,2.7978,2.7984,2.7912,2.7748
2025-10-28,2.7157,2.8178,2.8617,2.8771,2.8804,2.8767,2.8733,2.8688,2.8641,2.766,2.8394,2.8693,2.8787,2.8786,2.875,2.8711,2.8664,2.861,2.8576,2.8283,2.862,2.8737,2.8729,2.8658,2.8591,2.8559,2.8557,2.8473,2.8638,2.8687,2.8665,2.8576,2.8556,2.8619,2.8634,2.8571,2.8514,2.8606,2.8619,2.8568,2.8599,2.861,2.8585,2.858,2.852,2.8353
2025-10-29,2.6219,2.7286,2.7752,2.7924,2.7959,2.7939,2.7891,2.786,2.7815,2.6745,2.7516,2.7837,2.7941,2.7949,2.7915,2.7876,2.7838,2.7782,2.7742,2.7405,2.7764,2.7891,2.7895,2.7827,2.7758,2.773,2.7727,2.7618,2.7793,2.7849,2.7831,2.7745,2.7731,2.7777,2.7802,2.774,2.767,2.7767,2.7787,2.7739,2.7761,2.7779,2.7749,2.7748,2.768,2.7506
2025-10-30,2.6209,2.7293,2.778,2.7965,2.8011,2.7991,2.7963,2.7925,2.789,2.6744,2.7533,2.7871,2.7988,2.8001,2.7977,2.7944,2.7907,2.7856,2.7823,2.7428,2.7799,2.794,2.7958,2.79,2.7837,2.7806,2.7806,2.7661,2.7846,2.7909,2.7901,2.7822,2.7808,2.7838,2.7874,2.7817,2.7728,2.7831,2.786,2.7816,2.7827,2.7853,2.7815,2.7819,2.7742,2.7564
2025-10-31,2.5915,2.7038,2.7535,2.7731,2.7776,2.7763,2.7731,2.7691,2.7651,2.6469,2.7283,2.7632,2.7753,2.7769,2.7747,2.7711,2.7672,2.7618,2.7591,2.7175,2.7559,2.7705,2.7724,2.7664,2.7602,2.7569,2.757,2.7417,2.7608,2.7673,2.7667,2.7587,2.7571,2.7601,2.7639,2.7582,2.7488,2.7594,2.7625,2.758,2.7591,2.7617,2.7577,2.7583,2.7503,2.7319
2025-11-03,2.6009,2.7149,2.7658,2.7854,2.7892,2.7886,2.7834,2.7805,2.7767,2.6571,2.74,2.7755,2.7873,2.7889,2.786,2.782,2.7786,2.7724,2.7696,2.7288,2.7678,2.7823,2.7839,2.7772,2.7707,2.7674,2.7676,2.753,2.7722,2.7787,2.7777,2.7692,2.7676,2.7713,2.7748,2.7687,2.7597,2.7704,2.7733,2.7685,2.77,2.7725,2.7687,2.769,2.7611,2.7424
2025-11-04,2.6284,2.7371,2.7833,2.7995,2.8017,2.7982,2.7938,2.7884,2.7844,2.682,2.7599,2.7913,2.8006,2.8,2.796,2.7912,2.7865,2.7804,2.7764,2.7477,2.7832,2.7952,2.7936,2.7857,2.7781,2.7742,2.7743,2.7672,2.7843,2.7892,2.7864,2.7763,2.7743,2.7819,2.7828,2.7757,2.7708,2.7803,2.7811,2.7754,2.7794,2.7801,2.7779,2.7771,2.7712,2.7536
2025-11-05,2.5827,2.6955,2.7442,2.7617,2.7644,2.7608,2.7571,2.751,2.748,2.6384,2.7195,2.7528,2.7631,2.7626,2.759,2.7541,2.7495,2.7432,2.7393,2.7074,2.7445,2.7575,2.7565,2.7487,2.7409,2.7376,2.7379,2.7284,2.7465,2.7518,2.7492,2.7394,2.7377,2.7442,2.7459,2.7389,2.7328,2.7429,2.7443,2.7386,2.7421,2.7432,2.7406,2.74,2.7335,2.7153
2025-11-06,2.6087,2.7191,2.7668,2.783,2.7859,2.7819,2.7774,2.7724,2.7689,2.6632,2.7426,2.7748,2.7844,2.7839,2.7797,2.7749,2.7707,2.7641,2.7602,2.7304,2.7665,2.7789,2.7775,2.7696,2.7618,2.7579,2.7579,2.7505,2.768,2.773,2.7702,2.76,2.7581,2.7655,2.7667,2.7594,2.7542,2.7639,2.7649,2.7592,2.763,2.7639,2.7615,2.7608,2.7547,2.7368
2025-11-07,2.6593,2.7694,2.8165,2.8323,2.8341,2.8302,2.8253,2.8198,2.8158,2.7136,2.7926,2.8243,2.8332,2.8322,2.8278,2.8226,2.8179,2.8111,2.8071,2.78,2.8157,2.8276,2.8253,2.8168,2.8088,2.8054,2.8048,2.7991,2.8162,2.821,2.8176,2.8072,2.8051,2.8135,2.8141,2.8065,2.8022,2.8118,2.8122,2.8063,2.8107,2.8112,2.8092,2.8082,2.8025,2.7846
2025-11-10,2.6497,2.7609,2.8075,2.8226,2.8234,2.8192,2.814,2.8074,2.8041,2.7046,2.7839,2.815,2.823,2.8213,2.8167,2.8108,2.8058,2.7983,2.7943,2.7706,2.806,2.8173,2.8139,2.8046,2.796,2.7921,2.7924,2.7885,2.8054,2.8096,2.8055,2.7941,2.7921,2.802,2.8017,2.7936,2.7906,2.7999,2.7998,2.7933,2.7988,2.7986,2.7972,2.7956,2.7905,2.7726
2025-11-11,2.7047,2.8092,2.8503,2.8606,2.8587,2.8513,2.8443,2.8369,2.8315,2.7562,2.8295,2.8553,2.8597,2.8551,2.8479,2.8406,2.8342,2.8267,2.8209,2.8147,2.8455,2.8532,2.8449,2.8335,2.8233,2.8191,2.8186,2.8259,2.8399,2.842,2.8349,2.8213,2.8186,2.8342,2.8303,2.8205,2.8235,2.8312,2.828,2.8201,2.8293,2.8266,2.8275,2.8241,2.822,2.8054
2025-11-12,2.7086,2.8086,2.8475,2.857,2.8543,2.847,2.8393,2.8325,2.8273,2.7579,2.8278,2.8522,2.8557,2.8507,2.8432,2.836,2.83,2.8215,2.8169,2.8133,2.8424,2.8492,2.8405,2.8287,2.8188,2.8141,2.814,2.823,2.836,2.8377,2.8304,2.8166,2.8139,2.8303,2.8257,2.8158,2.8198,2.8269,2.8233,2.8155,2.825,2.8219,2.8232,2.8197,2.8181,2.8023
2025-11-13,2.717,2.8165,2.855,2.8643,2.8619,2.8551,2.8474,2.8406,2.8343,2.766,2.8355,2.8596,2.8631,2.8585,2.8513,2.8441,2.8375,2.8302,2.825,2.821,2.8501,2.8569,2.8483,2.8368,2.8272,2.8222,2.8221,2.8308,2.8439,2.8456,2.8385,2.8249,2.8221,2.8382,2.8338,2.8241,2.8278,2.8349,2.8314,2.8236,2.833,2.83,2.8313,2.8278,2.8262,2.8104
2025-11-14,2.7407,2.843,2.8815,2.8897,2.8857,2.8768,2.8687,2.8605,2.8557,2.7911,2.862,2.8855,2.8877,2.8813,2.8728,2.8646,2.8581,2.8485,2.8439,2.8462,2.8749,2.8807,2.8699,2.8567,2.8458,2.8405,2.8401,2.8539,2.8664,2.8673,2.8587,2.8433,2.8403,2.8597,2.8535,2.8424,2.8489,2.8557,2.8508,2.842,2.8534,2.8493,2.8515,2.8471,2.8466,2.8305
2025-11-17,2.6775,2.7883,2.831,2.842,2.8393,2.8318,2.8237,2.8161,2.8103,2.7321,2.8093,2.8364,2.8407,2.8356,2.8278,2.82,2.8133,2.8041,2.7989,2.7935,2.8259,2.8337,2.8247,2.812,2.8011,2.7966,2.7958,2.8049,2.8194,2.8214,2.8137,2.799,2.7961,2.8133,2.8088,2.7981,2.8019,2.8099,2.8062,2.7978,2.8078,2.8047,2.8059,2.8022,2.8002,2.7827
2025-11-18,2.7228,2.8276,2.8665,2.8744,2.8698,2.86,2.8513,2.844,2.8373,2.7745,2.8468,2.8704,2.8721,2.865,2.8557,2.8477,2.8407,2.8304,2.8251,2.8303,2.8593,2.8647,2.8529,2.839,2.8273,2.8223,2.8216,2.8373,2.8498,2.8504,2.841,2.825,2.8217,2.8425,2.8356,2.824,2.8315,2.8383,2.8328,2.8236,2.8358,2.8312,2.8338,2.829,2.8289,2.8125
2025-11-19,2.7034,2.8123,2.8542,2.8648,2.8611,2.854,2.8452,2.837,2.8327,2.7571,2.833,2.8594,2.863,2.8576,2.8497,2.8412,2.8349,2.8255,2.8203,2.8171,2.8488,2.856,2.8464,2.8335,2.8225,2.818,2.8176,2.8276,2.8417,2.8433,2.8353,2.8204,2.8175,2.8353,2.8303,2.8196,2.824,2.8317,2.8277,2.8191,2.8296,2.8262,2.8277,2.8238,2.8221,2.8049
2025-11-20,2.68,2.7846,2.8245,2.8329,2.8298,2.8207,2.8135,2.8052,2.7989,2.7316,2.8043,2.8286,2.8314,2.8253,2.8172,2.8094,2.8021,2.7934,2.7876,2.7884,2.8181,2.8245,2.814,2.8012,2.79,2.7852,2.7846,2.7971,2.8102,2.8113,2.8028,2.7878,2.7847,2.8034,2.7978,2.7868,2.7926,2.7997,2.7951,2.7864,2.7974,2.7936,2.7955,2.7913,2.7904,2.774
2025-11-21,2.6342,2.742,2.7836,2.7937,2.791,2.7837,2.7747,2.7673,2.7619,2.6874,2.7625,2.7886,2.7924,2.7874,2.7793,2.7711,2.7646,2.7565,2.7507,2.7469,2.7783,2.7855,2.7761,2.7636,2.7531,2.7483,2.748,2.7574,2.7715,2.7732,2.7654,2.7509,2.7478,2.7652,2.7605,2.75,2.7541,2.7618,2.7579,2.7496,2.7597,2.7564,2.7578,2.754,2.7523,2.7354
2025-11-24,2.5929,2.7056,2.7506,2.7632,2.7618,2.756,2.748,2.7408,2.7361,2.6485,2.7278,2.7568,2.7625,2.759,2.7521,2.7444,2.7385,2.7303,2.7251,2.7127,2.7468,2.756,2.7489,2.7373,2.7273,2.7228,2.7222,2.7268,2.7424,2.7453,2.7388,2.7252,2.7224,2.7372,2.7342,2.7243,2.7256,2.7342,2.7318,2.724,2.7324,2.7304,2.7306,2.7276,2.7245,2.7067
2025-11-25,2.5896,2.7037,2.7505,2.7649,2.765,2.76,2.7524,2.7473,2.7417,2.6458,2.7267,2.7576,2.7649,2.7625,2.7562,2.7499,2.7446,2.7366,2.7327,2.7125,2.7481,2.7585,2.7536,2.7432,2.7343,2.7299,2.7294,2.7291,2.7458,2.7496,2.7446,2.7323,2.7295,2.7418,2.7404,2.7314,2.7301,2.7393,2.7381,2.7311,2.7378,2.7369,2.7361,2.7339,2.7296,2.7114
2025-11-26,2.5655,2.6854,2.7387,2.758,2.763,2.7597,2.7565,2.7509,2.7476,2.6246,2.7117,2.7482,2.7605,2.7614,2.7581,2.7537,2.7493,2.7432,2.7399,2.6996,2.74,2.755,2.7557,2.7485,2.7413,2.7377,2.7377,2.724,2.7439,2.7504,2.749,2.7396,2.7379,2.7426,2.7457,2.7391,2.7304,2.7415,2.7441,2.7389,2.741,2.7432,2.7395,2.7396,2.7318,2.7122
