date,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y
2026-02-12,2.0312,2.1466,2.224,2.277,2.3141,2.3405,2.3599,2.3745,2.3857,2.3946,2.4075,2.4202,2.4326,2.4399,2.4449
2026-02-13,2.0362,2.1539,2.2332,2.2877,2.3259,2.3534,2.3736,2.3888,2.4006,2.4099,2.4236,2.4369,2.4501,2.4579,2.4631
2026-02-16,2.0395,2.1624,2.2455,2.3028,2.3432,2.3724,2.3939,2.4102,2.4228,2.4328,2.4475,2.462,2.4762,2.4847,2.4904
2026-02-17,2.0187,2.1385,2.2198,2.2761,2.3159,2.3447,2.366,2.3822,2.3948,2.4048,2.4196,2.4341,2.4484,2.4569,2.4626
2026-02-18,1.8943,2.0226,2.1106,2.1722,2.2162,2.2484,2.2725,2.2909,2.3054,2.3169,2.3341,2.3511,2.3679,2.378,2.3847
2026-02-19,1.8933,2.0246,2.1147,2.1777,2.2227,2.2557,2.2803,2.2991,2.3139,2.3256,2.3432,2.3606,2.3778,2.388,2.3949
2026-02-20,1.8092,1.9407,2.0317,2.0961,2.1425,2.1767,2.2026,2.2225,2.2382,2.2508,2.2697,2.2884,2.3071,2.3183,2.3257
2026-02-23,1.7805,1.9106,2.0012,2.0656,2.1122,2.1469,2.1731,2.1934,2.2094,2.2223,2.2418,2.2611,2.2804,2.292,2.2996
2026-02-24,1.7884,1.9134,2.0005,2.0624,2.1073,2.1406,2.1658,2.1853,2.2007,2.2131,2.2318,2.2504,2.2689,2.28,2.2874
2026-02-25,1.8121,1.9401,2.0291,2.0924,2.1382,2.1722,2.1979,2.2178,2.2336,2.2462,2.2653,2.2842,2.3031,2.3144,2.3219
2026-02-26,1.8307,1.9634,2.0569,2.1239,2.173,2.2097,2.2378,2.2597,2.277,2.2911,2.3123,2.3336,2.3549,2.3676,2.3761
2026-02-27,1.8617,1.9938,2.0866,2.153,2.2015,2.2377,2.2653,2.2868,2.3038,2.3176,2.3383,2.3591,2.3799,2.3923,2.4006
2026-03-02,1.838,1.9696,2.0621,2.1284,2.1769,2.2131,2.2407,2.2622,2.2792,2.293,2.3139,2.3347,2.3555,2.368,2.3763
2026-03-03,1.9083,2.0367,2.1264,2.1904,2.237,2.2716,2.2979,2.3183,2.3345,2.3476,2.3672,2.3869,2.4064,2.4181,2.426
2026-03-04,1.8794,2.0087,2.0995,2.1646,2.2121,2.2476,2.2747,2.2957,2.3124,2.326,2.3464,2.3668,2.3872,2.3994,2.4075
2026-03-05,1.895,2.0249,2.1159,2.1811,2.2286,2.2641,2.2911,2.3121,2.3288,2.3423,2.3626,2.3829,2.4032,2.4153,2.4234
2026-03-06,2.0213,2.1429,2.2278,2.2883,2.3323,2.3649,2.3897,2.4089,2.4241,2.4364,2.4549,2.4733,2.4916,2.5026,2.51
2026-03-09,2.067,2.1841,2.267,2.3267,2.3706,2.4036,2.4288,2.4485,2.4643,2.477,2.4963,2.5157,2.535,2.5466,2.5544
2026-03-10,1.9747,2.0994,2.1885,2.2532,2.3012,2.3374,2.3654,2.3873,2.4049,2.4192,2.4409,2.4628,2.4847,2.4979,2.5066
2026-03-11,2.0178,2.136,2.2196,2.2799,2.3243,2.3576,2.3832,2.4032,2.4191,2.432,2.4515,2.4711,2.4907,2.5025,2.5103
2026-03-12,2.0203,2.1316,2.2112,2.2693,2.3125,2.3453,2.3706,2.3905,2.4064,2.4194,2.4392,2.4591,2.4791,2.4911,2.4991
2026-03-13,2.0466,2.1517,2.2275,2.2832,2.3248,2.3565,2.3811,2.4005,2.4161,2.4289,2.4483,2.468,2.4878,2.4996,2.5075
2026-03-16,2.1114,2.2124,2.2851,2.3385,2.3784,2.4088,2.4323,2.451,2.4659,2.4781,2.4967,2.5156,2.5344,2.5458,2.5534
2026-03-17,2.1956,2.2869,2.352,2.3992,2.4341,2.4604,2.4806,2.4965,2.5092,2.5196,2.5352,2.551,2.5668,2.5763,2.5826
2026-03-18,2.1935,2.2848,2.3503,2.3981,2.4337,2.4608,2.4817,2.4982,2.5114,2.5221,2.5385,2.5551,2.5717,2.5816,2.5883
2026-03-19,2.2147,2.3079,2.3748,2.4237,2.46,2.4877,2.509,2.5259,2.5394,2.5504,2.5671,2.584,2.601,2.6112,2.618
2026-03-20,2.2016,2.2943,2.3604,2.4085,2.4442,2.4711,2.4919,2.5082,2.5213,2.5319,2.5481,2.5644,2.5807,2.5904,2.597
2026-03-23,2.2396,2.3319,2.398,2.446,2.4817,2.5088,2.5296,2.546,2.5591,2.5698,2.5861,2.6025,2.6189,2.6287,2.6353
2026-03-24,2.1803,2.2765,2.3452,2.3952,2.4323,2.4604,2.482,2.499,2.5126,2.5237,2.5406,2.5575,2.5745,2.5847,2.5915
2026-03-25,2.1992,2.2989,2.3697,2.421,2.4588,2.4873,2.5092,2.5264,2.5401,2.5512,2.5681,2.585,2.602,2.6122,2.619
2026-03-26,2.2814,2.38,2.4487,2.4975,2.5329,2.5591,2.579,2.5943,2.6065,2.6163,2.631,2.6456,2.6602,2.6689,2.6748
2026-03-27,2.2058,2.3074,2.3796,2.4319,2.4705,2.4996,2.522,2.5395,2.5535,2.5649,2.5821,2.5994,2.6168,2.6272,2.6341
2026-03-30,2.2937,2.3899,2.458,2.507,2.543,2.57,2.5907,2.6069,2.6198,2.6302,2.646,2.6618,2.6777,2.6872,2.6935
2026-03-31,2.2877,2.3915,2.4638,2.5151,2.5523,2.5799,2.6008,2.6169,2.6297,2.64,2.6554,2.6708,2.6861,2.6953,2.7014
2026-04-01,2.2964,2.4004,2.4724,2.5231,2.5597,2.5867,2.607,2.6226,2.6349,2.6448,2.6596,2.6743,2.6889,2.6977,2.7035
2026-04-02,2.3197,2.4205,2.4904,2.54,2.5758,2.6023,2.6223,2.6378,2.65,2.6598,2.6745,2.6891,2.7037,2.7124,2.7183
2026-04-03,2.3871,2.4818,2.5462,2.5907,2.6223,2.6451,2.662,2.6749,2.6849,2.6928,2.7045,2.7161,2.7275,2.7343,2.7388
2026-04-06,2.4467,2.5389,2.602,2.646,2.6774,2.7004,2.7174,2.7305,2.7407,2.7489,2.761,2.773,2.7848,2.7919,2.7966
2026-04-07,2.4398,2.5336,2.5973,2.6414,2.6725,2.695,2.7117,2.7244,2.7342,2.742,2.7535,2.7648,2.776,2.7827,2.7871
2026-04-08,2.384,2.4745,2.5357,2.5779,2.6075,2.6289,2.6447,2.6566,2.6659,2.6732,2.684,2.6945,2.7049,2.7111,2.7152
2026-04-09,2.3291,2.4215,2.4853,2.5302,2.5625,2.5862,2.6041,2.6179,2.6287,2.6374,2.6503,2.6632,2.676,2.6836,2.6887
2026-04-10,2.3635,2.452,2.5137,2.5575,2.5892,2.6128,2.6306,2.6444,2.6553,2.6641,2.6773,2.6905,2.7036,2.7114,2.7167
2026-04-13,2.2927,2.3873,2.4527,2.4986,2.5316,2.5559,2.5742,2.5882,2.5992,2.6081,2.6213,2.6344,2.6474,2.6552,2.6604
2026-04-14,2.2415,2.3417,2.4116,2.4613,2.4973,2.524,2.5443,2.56,2.5724,2.5824,2.5974,2.6124,2.6273,2.6363,2.6422
2026-04-15,2.1641,2.2747,2.3528,2.4089,2.4501,2.4809,2.5046,2.523,2.5376,2.5495,2.5675,2.5855,2.6035,2.6143,2.6215
2026-04-16,2.1738,2.2847,2.3617,2.4163,2.4557,2.4849,2.5069,2.524,2.5374,2.5482,2.5644,2.5806,2.5966,2.6062,2.6127
2026-04-17,2.2187,2.3265,2.4018,2.4556,2.4947,2.5238,2.546,2.5631,2.5767,2.5877,2.6042,2.6207,2.6372,2.647,2.6536
2026-04-20,2.3463,2.4491,2.5207,2.5714,2.6082,2.6354,2.6561,2.672,2.6846,2.6947,2.71,2.7251,2.7403,2.7493,2.7553
2026-04-21,2.345,2.4466,2.5173,2.5675,2.6038,2.6307,2.6511,2.6669,2.6793,2.6894,2.7044,2.7194,2.7344,2.7433,2.7493
2026-04-22,2.2998,2.4041,2.477,2.5289,2.5666,2.5947,2.616,2.6325,2.6455,2.6561,2.6719,2.6878,2.7035,2.713,2.7193
2026-04-23,2.2535,2.3613,2.4369,2.4908,2.5302,2.5595,2.5818,2.5992,2.6129,2.624,2.6407,2.6575,2.6741,2.6841,2.6908
2026-04-24,2.2631,2.3611,2.4307,2.4811,2.5183,2.5463,2.5679,2.5848,2.5983,2.6092,2.6258,2.6425,2.6592,2.6693,2.6759
2026-04-27,2.3358,2.4237,2.4868,2.533,2.5673,2.5934,2.6136,2.6295,2.6423,2.6527,2.6685,2.6845,2.7006,2.7102,2.7166
2026-04-28,2.3014,2.3891,2.453,2.5002,2.5358,2.5631,2.5844,2.6013,2.6149,2.6261,2.6431,2.6604,2.6778,2.6883,2.6952
2026-04-29,2.24,2.3362,2.4054,2.4561,2.4939,2.5226,2.5449,2.5624,2.5765,2.588,2.6055,2.6232,2.641,2.6517,2.6588
2026-04-30,2.3154,2.4063,2.4708,2.5174,2.5518,2.5777,2.5975,2.6131,2.6255,2.6356,2.6509,2.6662,2.6816,2.6908,2.6969
2026-05-01,2.2451,2.3407,2.4084,2.4574,2.4935,2.5207,2.5415,2.5578,2.5708,2.5814,2.5974,2.6135,2.6296,2.6392,2.6457
2026-05-04,2.1967,2.2912,2.3582,2.4067,2.4424,2.4693,2.49,2.5061,2.519,2.5295,2.5453,2.5613,2.5772,2.5868,2.5932
2026-05-05,2.1936,2.2867,2.3523,2.3994,2.4339,2.4597,2.4795,2.4949,2.5071,2.517,2.532,2.547,2.562,2.571,2.577
2026-05-06,2.196,2.2835,2.3454,2.3901,2.423,2.4476,2.4665,2.4813,2.4931,2.5027,2.5171,2.5316,2.5462,2.5549,2.5607
2026-05-07,2.2367,2.3205,2.3797,2.4224,2.4537,2.4772,2.4951,2.5092,2.5203,2.5294,2.5431,2.5568,2.5706,2.5788,2.5843
2026-05-08,2.2247,2.3143,2.3775,2.4228,2.4559,2.4808,2.4997,2.5145,2.5262,2.5357,2.5501,2.5644,2.5788,2.5874,2.5931
2026-05-11,2.2044,2.298,2.3636,2.4103,2.4444,2.4697,2.489,2.5039,2.5157,2.5253,2.5397,2.5541,2.5684,2.577,2.5827
2026-05-12,2.1295,2.2271,2.2968,2.3475,2.385,2.4134,2.4353,2.4525,2.4662,2.4774,2.4944,2.5116,2.5287,2.539,2.5459
2026-05-13,2.1355,2.2397,2.3133,2.3663,2.4052,2.4344,2.4568,2.4742,2.4881,2.4994,2.5165,2.5336,2.5507,2.561,2.5678
2026-05-14,2.0697,2.1711,2.2423,2.2933,2.3306,2.3584,2.3796,2.3962,2.4093,2.4199,2.4359,2.4519,2.4679,2.4775,2.4839
2026-05-15,2.0535,2.1575,2.2305,2.2828,2.321,2.3495,2.3712,2.3882,2.4016,2.4124,2.4288,2.4452,2.4615,2.4713,2.4778
2026-05-18,2.0769,2.1767,2.2464,2.296,2.332,2.3588,2.3791,2.3948,2.4073,2.4173,2.4324,2.4475,2.4625,2.4715,2.4775
2026-05-19,2.0752,2.1759,2.2463,2.2965,2.333,2.3602,2.3809,2.3969,2.4096,2.4199,2.4353,2.4507,2.4661,2.4753,2.4814
2026-05-20,2.0465,2.1508,2.2249,2.2786,2.3184,2.3483,2.3713,2.3894,2.4038,2.4155,2.4333,2.4512,2.4691,2.4799,2.4871
2026-05-21,2.0867,2.1886,2.2609,2.3133,2.352,2.3812,2.4036,2.4212,2.4352,2.4466,2.4639,2.4813,2.4987,2.5092,2.5161
2026-05-22,2.093,2.1924,2.2633,2.3147,2.3527,2.3814,2.4036,2.4209,2.4348,2.4461,2.4632,2.4805,2.4977,2.5081,2.515
2026-05-25,2.0544,2.1528,2.2233,2.2749,2.3134,2.3426,2.3651,2.3829,2.3972,2.4089,2.4266,2.4445,2.4624,2.4732,2.4804
2026-05-26,2.0395,2.1451,2.2207,2.2758,2.3167,2.3477,2.3717,2.3905,2.4056,2.4179,2.4366,2.4554,2.4743,2.4857,2.4932
2026-05-27,2.0723,2.1775,2.252,2.3059,2.3456,2.3754,2.3984,2.4163,2.4306,2.4422,2.4598,2.4774,2.4951,2.5057,2.5128
2026-05-28,2.1713,2.2667,2.3348,2.3843,2.4211,2.4489,2.4703,2.4872,2.5007,2.5117,2.5284,2.5452,2.5621,2.5722,2.5789
2026-05-29,2.0913,2.1912,2.2628,2.315,2.3539,2.3834,2.4062,2.4241,2.4385,2.4503,2.4681,2.4861,2.5042,2.515,2.5222
2026-06-01,2.1004,2.2023,2.2754,2.3287,2.3683,2.3984,2.4216,2.44,2.4546,2.4666,2.4848,2.5031,2.5216,2.5326,2.54
2026-06-02,2.0431,2.1462,2.221,2.2763,2.3179,2.3498,2.3746,2.3943,2.4102,2.4231,2.443,2.4631,2.4833,2.4954,2.5035
2026-06-03,1.9631,2.0711,2.1505,2.2097,2.2546,2.2892,2.3164,2.3381,2.3556,2.37,2.392,2.4145,2.4371,2.4507,2.4597
2026-06-04,2.0045,2.1183,2.2004,2.2606,2.3056,2.3399,2.3665,2.3875,2.4043,2.4181,2.4391,2.4603,2.4817,2.4945,2.503
2026-06-05,2.031,2.1415,2.2215,2.2805,2.3247,2.3585,2.3848,2.4056,2.4224,2.4361,2.457,2.4781,2.4994,2.5122,2.5207
2026-06-08,2.0534,2.1649,2.2455,2.3048,2.3493,2.3833,2.4097,2.4306,2.4474,2.4612,2.4822,2.5034,2.5248,2.5376,2.5462
2026-06-09,2.1826,2.2915,2.3694,2.4262,2.4683,2.5002,2.5249,2.5442,2.5598,2.5724,2.5916,2.6109,2.6303,2.642,2.6497
2026-06-10,2.1505,2.2634,2.3431,2.4005,2.4427,2.4744,2.4986,2.5176,2.5327,2.5449,2.5634,2.5819,2.6005,2.6116,2.619
2026-06-11,2.1609,2.2686,2.3439,2.3976,2.4366,2.4656,2.4876,2.5047,2.5182,2.5292,2.5456,2.562,2.5783,2.5881,2.5946
2026-06-12,2.1482,2.2558,2.3303,2.3829,2.4209,2.4489,2.4701,2.4864,2.4992,2.5095,2.525,2.5404,2.5557,2.5648,2.5709
2026-06-15,2.1388,2.2498,2.3275,2.383,2.4236,2.4537,2.4767,2.4946,2.5087,2.5201,2.5374,2.5546,2.5718,2.5821,2.5889
2026-06-16,2.1249,2.2372,2.3156,2.3714,2.412,2.4422,2.4651,2.4828,2.4969,2.5082,2.5253,2.5423,2.5592,2.5694,2.5761
2026-06-17,2.103,2.2202,2.3023,2.3609,2.4037,2.4355,2.4597,2.4785,2.4934,2.5055,2.5236,2.5417,2.5598,2.5706,2.5779
